Timestamp,MotorTemp_C,AmbientTemp_C,AmbientHum_%,RawAccel_X_ms2,RawAccel_Y_ms2,RawAccel_Z_ms2,VibMagnitude_ms2,DominantFreq_Hz
2026-04-22 19:43:02.232311,65.50032406757278,30.26683950270548,61.06444299973471,0.45432380186355054,-0.11186948056325083,9.942644655166912,2.941923860091546,45.49866340849916
2026-04-22 19:48:02.232311,65.42872570893871,30.22331771009998,47.04993625019186,0.22051453644147065,-0.3188116479355859,9.692649491993777,2.4184850454269164,40.42389206896275
2026-04-22 19:53:02.232311,66.10951074368191,30.581067060629017,51.866261585150994,-0.061294607394247615,0.21035461906512481,10.089662202842558,2.1515561216449464,44.901211869531565
2026-04-22 19:58:02.232311,64.40718830987255,29.66782576126336,36.045632987213295,0.1252680880338478,0.26378475952766806,9.659237510983619,3.01050148878136,43.54291139314293
2026-04-22 20:03:02.232311,67.1890069131177,31.146126348326767,57.564558432754204,0.045943141202084176,-0.4348764231244733,10.097985930691934,2.942307264161254,44.12728013461709
2026-04-22 20:08:02.232311,62.81900197851329,28.810121048537088,54.06917878103111,-0.07923521773348474,-0.11480314303353857,9.470631034866644,3.5911007356335913,43.49368159802805
2026-04-22 20:13:02.232311,63.15644763963938,28.984756066470336,52.3798847123261,-0.22355473287892214,-0.31942023471528946,9.694266592409047,3.3098784010694016,46.047220549310964
2026-04-22 20:18:02.232311,65.60118898291827,30.283282114885072,65.84593594350785,0.12207382901460237,0.014417445505551218,10.090474954137225,4.038302643993719,47.44423761569994
2026-04-22 20:23:02.232311,65.39257790363403,30.166686871266155,40.6943180837554,-0.19070323516931298,-0.14824907538088875,10.0021420880933,3.4249870799530924,47.52468205798915
2026-04-22 20:28:02.232311,64.96137102988898,29.931373870601448,57.53405184948011,-0.03056103543862756,-0.3450180449436701,9.462712277946908,3.1870326197001955,44.62319130965594
2026-04-22 20:33:02.232311,65.56452696011046,30.247721032052244,47.15909188055438,0.4192937537912699,0.13461769030753934,9.423715946389667,2.788038477133013,47.925121722377654
2026-04-22 20:38:02.232311,65.88208691912101,30.411750342190537,38.101460162147355,-0.23364566938273743,0.16263428758358328,9.670188820627512,3.6890082638309734,46.085204452747845
2026-04-22 20:43:02.232311,62.78584285885342,28.755084175380485,44.87855947141263,-0.2986530602212599,-0.16959909454232142,10.133444681025681,4.174348156886089,41.20315061327773
